"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 25 09:45:45 GMT 2021","Wed Aug 25 09:45:47 GMT 2021","2506","testproject","test_feladat1","TestFeladat1","","","test_hogwards",""
"passed","Wed Aug 25 09:45:48 GMT 2021","Wed Aug 25 09:45:52 GMT 2021","4588","testproject","test_feladat3","","","","test_timesheet",""
